Location,Plug,Point_ID,Population,Plot,Point ID,Plot_Point,δ13CVPDB (‰),Total C (µg),Sample Weight (mg) from Sample List,Collection Date #1,Stem length (cm) #1,Filename of flower JPG #1,Flower Diameter #1 (cm),Collection Date #2,Stem length (cm) #2,Filename of flower JPG #2,Flower Diameter #2 (cm),Collection Date #3,Stem length (cm) #3,Filename of flower JPG #3,Flower Diameter #3 (cm),Date of sowing,Date of Germination,Date of First Flower,Date of First Fruit Collection,Date of Last Fruit Collection,Date of first (closed) fruit collection from envelope,Date of first (dehisced) fruit collection from envelope,Days from sowing to germination,Days from germination to flowering,Days from sowing to flowering,Days from Sowing to First Fruit collection,Days from first flower to first fruit,Total number of closed fruits collected (lifetime),Total number of filled seeds in all closed fruits,Mean seeds per closed fruit,Total number of dehisced fruits,Total number of all fruits,Above-ground Skeleton Biomass (g),,Notes
2.1.16,5I,BO_071,BO,71,P3,BO_071_P3,NA,NA,NA,4/23/19,7,IMG_4369,2.29,4/23/19,9.2,IMG_4370,2.34,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/20/19,5/20/19,5/21/19,NA,27,105,132,160,28,2,11,5.5,NA,2,NA,,
2.1.16,25A,BO_071,BO,71,P4,BO_071_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.16,25E,BO_071,BO,71,P5,BO_071_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.16,25I,BO_071,BO,71,P6,BO_071_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.16,45A,BO_071,BO,71,P7,BO_071_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.16,45E,BO_071,BO,71,P8,BO_071_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.16,45I,BO_071,BO,71,P9,BO_071_P9,-29.4785,723.5381,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/28/19,5/28/19,5/27/19,NA,27,112,139,168,29,1,0,0,NA,1,0.0322,,
2.1.18,5A,BO_072,BO,72,P1,BO_072_P1,-30.2233,567.1624,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/28/19,5/28/19,5/27/19,NA,27,105,132,168,36,1,5,5,NA,1,0.0243,,
2.1.18,5E,BO_072,BO,72,P2,BO_072_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.18,5I,BO_072,BO,72,P3,BO_072_P3,-30.3826,799.9738,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,6/11/19,6/11/19,NA,6/10/19,27,105,132,182,50,NA,NA,NA,1,1,0.0161,,
2.1.18,25A,BO_072,BO,72,P4,BO_072_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.18,25E,BO_072,BO,72,P5,BO_072_P5,-29.979,882.0105,2.8,4/23/19,9,IMG_4371,2.16,4/29/19,8.8,IMG_4421,1.96,NA,NA,NA,NA,12/11/18,1/14/19,4/22/19,NA,NA,NA,NA,34,98,132,NA,NA,NA,NA,NA,NA,NA,0.0297,,
2.1.18,25I,BO_072,BO,72,P6,BO_072_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.18,45A,BO_072,BO,72,P7,BO_072_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.18,45E,BO_072,BO,72,P8,BO_072_P8,-31.0232,273.3349,1,4/23/19,3.5,IMG_4372,1.42,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,0.0072,,petals folded in; corolla diameter underestimated
2.1.18,45I,BO_072,BO,72,P9,BO_072_P9,-30.716,506.1142,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,6/3/19,6/3/19,6/4/19,NA,27,105,132,174,42,2,1,0.5,NA,2,0.0099,,
2.1.20,5A,BO_073,BO,73,P1,BO_073_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.20,5E,BO_073,BO,73,P2,BO_073_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.20,5I,BO_073,BO,73,P3,BO_073_P3,-31.0527,581.4748,1.8,4/15/19,7,IMG-4138,2.32,4/23/19,9.8,IMG_4373,2.43,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,6/11/19,6/24/19,6/10/19,NA,27,98,125,182,57,2,2,1,NA,2,0.0124,,
2.1.20,25A,BO_073,BO,73,P4,BO_073_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.20,25E,BO_073,BO,73,P5,BO_073_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.20,25I,BO_073,BO,73,P6,BO_073_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/21/19,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.20,45A,BO_073,BO,73,P7,BO_073_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.20,45E,BO_073,BO,73,P8,BO_073_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.20,45I,BO_073,BO,73,P9,BO_073_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.22,5A,BO_074,BO,74,P1,BO_074_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.22,5E,BO_074,BO,74,P2,BO_074_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.22,5I,BO_074,BO,74,P3,BO_074_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.22,25A,BO_074,BO,74,P4,BO_074_P4,-30.8484,558.4331,1.9,4/23/19,6.7,IMG_4374,2.17,4/23/19,8,IMG_4375,2.48,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/28/19,6/11/19,5/27/19,NA,27,105,132,168,36,3,7,2.33,NA,3,0.0566,,
2.1.22,25E,BO_074,BO,74,P5,BO_074_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.22,25I,BO_074,BO,74,P6,BO_074_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.22,45A,BO_074,BO,74,P7,BO_074_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.22,45E,BO_074,BO,74,P8,BO_074_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.22,45I,BO_074,BO,74,P9,BO_074_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.0,5A,BO_075,BO,75,P1,BO_075_P1,-30.937,494.0174,1.7,4/8/19,NA,20190409_090340_HDR.jpg,1.69,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/8/19,5/20/19,6/3/19,5/21/19,no date on packet,27,91,118,160,42,1,3,3,2,3,0.0381,,petals folded in; corolla diameter underestimated
2.2.0,5E,BO_075,BO,75,P2,BO_075_P2,-29.028,1065.5442,3.7,4/23/19,14,IMG_4377,2.52,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/28/19,6/11/19,5/27/19,NA,27,105,132,168,36,1,6,6,NA,1,0.0589,,
2.2.0,5I,BO_075,BO,75,P3,BO_075_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.0,25A,BO_075,BO,75,P4,BO_075_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.0,25E,BO_075,BO,75,P5,BO_075_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.0,25I,BO_075,BO,75,P6,BO_075_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.0,45A,BO_075,BO,75,P7,BO_075_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.0,45E,BO_075,BO,75,P8,BO_075_P8,-29.5846,536.3794,2,4/15/19,6.7,IMG-4139,2.23,4/23/19,9,IMG_4378,1.99,NA,NA,NA,NA,12/11/18,1/7/19,4/8/19,5/13/19,6/3/19,5/13/19,6/4/19,27,91,118,153,35,6,33,5.5,1,7,0.1597,,
2.2.0,45I,BO_075,BO,75,P9,BO_075_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.2,5A,BO_076,BO,76,P1,BO_076_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.2,5E,BO_076,BO,76,P2,BO_076_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.2,5I,BO_076,BO,76,P3,BO_076_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.2,25A,BO_076,BO,76,P4,BO_076_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.2,25E,BO_076,BO,76,P5,BO_076_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/21/19,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.2,25I,BO_076,BO,76,P6,BO_076_P6,-29.9907,869.7512,2.8,4/15/19,7.7,IMG-4140,2.25,4/23/19,9.2,IMG_4380,1.96,4/23/19,8.5,IMG_4381,1.73,12/11/18,1/7/19,4/15/19,5/13/19,5/13/19,5/13/19,NA,27,98,125,153,28,2,3,1.5,NA,2,0.034,,
2.2.2,45A,BO_076,BO,76,P7,BO_076_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.2,45E,BO_076,BO,76,P8,BO_076_P8,-29.6379,649.7409,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/8/19,5/13/19,5/13/19,5/21/19,5/13/19,27,91,118,153,35,1,3,3,1,2,0.0375,,
2.2.2,45I,BO_076,BO,76,P9,BO_076_P9,-31.5925,572.7409,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,0.0684,,
2.2.4,5A,BO_077,BO,77,P1,BO_077_P1,-30.7765,757.9452,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/8/19,5/6/19,5/6/19,5/7/19,NA,27,91,118,146,28,2,0,0,NA,2,0.0369,,
2.2.4,5E,BO_077,BO,77,P2,BO_077_P2,NA,NA,NA,4/15/19,5.5,IMG-4141,2.13,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,NA,NA,NA,NA,27,98,125,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.4,5I,BO_077,BO,77,P3,BO_077_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.4,25A,BO_077,BO,77,P4,BO_077_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.4,25E,BO_077,BO,77,P5,BO_077_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.4,25I,BO_077,BO,77,P6,BO_077_P6,-31.7096,772.355,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,5/6/19,5/13/19,5/13/19,5/13/19,NA,27,119,146,153,7,1,0,0,NA,1,0.0206,,
2.2.4,45A,BO_077,BO,77,P7,BO_077_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.4,45E,BO_077,BO,77,P8,BO_077_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.4,45I,BO_077,BO,77,P9,BO_077_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.6,5A,BO_078,BO,78,P1,BO_078_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.6,5E,BO_078,BO,78,P2,BO_078_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.6,5I,BO_078,BO,78,P3,BO_078_P3,NA,NA,NA,4/15/19,7,IMG-4142,1.93,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,NA,NA,NA,NA,27,98,125,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.6,25A,BO_078,BO,78,P4,BO_078_P4,NA,NA,NA,4/15/19,6.5,IMG-4143,2.37,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/6/19,5/6/19,NA,5/7/19,27,98,125,146,21,NA,NA,NA,1,1,NA,,
2.2.6,25E,BO_078,BO,78,P5,BO_078_P5,-30.6982,574.6816,1.9,4/15/19,5.9,IMG-4144,2.12,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/13/19,5/13/19,5/13/19,NA,27,98,125,153,28,1,0,0,NA,1,0.0174,,
2.2.6,25I,BO_078,BO,78,P6,BO_078_P6,-30.4946,571.2856,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0083,,
2.2.6,45A,BO_078,BO,78,P7,BO_078_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.6,45E,BO_078,BO,78,P8,BO_078_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.6,45I,BO_078,BO,78,P9,BO_078_P9,-29.2603,994.0581,3.1,4/15/19,3.1,IMG-4145,2.51,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/8/19,5/13/19,5/13/19,5/13/19,5/13/19,27,91,118,153,35,1,3,3,1,2,0.0617,,
2.2.8,5A,BO_079,BO,79,P1,BO_079_P1,NA,NA,NA,4/15/19,5,IMG-4146,2.11,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,NA,NA,NA,NA,27,98,125,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.8,5E,BO_079,BO,79,P2,BO_079_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.8,5I,BO_079,BO,79,P3,BO_079_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.8,25A,BO_079,BO,79,P4,BO_079_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.8,25E,BO_079,BO,79,P5,BO_079_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.8,25I,BO_079,BO,79,P6,BO_079_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.8,45A,BO_079,BO,79,P7,BO_079_P7,-31.6211,623.2407,1.9,4/15/19,5.5,IMG-4147,1.67,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/13/19,5/13/19,5/13/19,NA,27,98,125,153,28,1,0,0,NA,1,0.0082,,
2.2.8,45E,BO_079,BO,79,P8,BO_079_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.8,45I,BO_079,BO,79,P9,BO_079_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.10,5A,BO_080,BO,80,P1,BO_080_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.10,5E,BO_080,BO,80,P2,BO_080_P2,NA,NA,NA,4/23/19,3,IMG_4386,1.43,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.10,5I,BO_080,BO,80,P3,BO_080_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.10,25A,BO_080,BO,80,P4,BO_080_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/6/19,5/6/19,NA,NA,27,105,132,146,14,NA,NA,NA,NA,NA,NA,,
2.2.10,25E,BO_080,BO,80,P5,BO_080_P5,-30.0784,920.7844,3,4/15/19,2.5,IMG-4148,2,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/6/19,5/6/19,NA,NA,27,98,125,146,21,NA,NA,NA,NA,NA,0.0155,,petals folded in; corolla diameter underestimated
2.2.10,25I,BO_080,BO,80,P6,BO_080_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.10,45A,BO_080,BO,80,P7,BO_080_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.10,45E,BO_080,BO,80,P8,BO_080_P8,-29.9522,801.9301,2.4,4/15/19,3.6,IMG-4149,2.92,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/6/19,5/6/19,NA,NA,27,98,125,146,21,NA,NA,NA,NA,NA,0.037,,
2.2.10,45I,BO_080,BO,80,P9,BO_080_P9,-30.8265,339.4023,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,0.0115,,
2.2.12,5A,BO_081,BO,81,P1,BO_081_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.12,5E,BO_081,BO,81,P2,BO_081_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.12,5I,BO_081,BO,81,P3,BO_081_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.12,25A,BO_081,BO,81,P4,BO_081_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.12,25E,BO_081,BO,81,P5,BO_081_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/21/19,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.12,25I,BO_081,BO,81,P6,BO_081_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.2.12,45A,BO_081,BO,81,P7,BO_081_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,NA,,
